Data_Exclusao,Usuario,Tipo_Processo,Numero_Processo,Beneficiario,CPF,Status,Valor,Dados_Completos
31/08/2025 10:12:51,admin,RPV,123123654654,jose,12312312343,Enviado para Rodrigo,,"{'Processo': 123123654654, 'Beneficiário': 'jose', 'CPF': 12312312343, 'Valor RPV': nan, 'Observações': nan, 'Solicitar Certidão': 'Sim', 'Status': 'Enviado para Rodrigo', 'ID': 8, 'Data Cadastro': '31/08/2025 08:29', 'Cadastrado Por': 'admin', 'PDF RPV': nan, 'Data Envio': '31/08/2025 08:41', 'Enviado Por': 'admin', 'Certidão Anexada': nan, 'Data Certidão': nan, 'Anexado Certidão Por': nan, 'Data Envio Rodrigo': nan, 'Enviado Rodrigo Por': nan, 'Comprovante Saque': nan, 'Comprovante Pagamento': nan, 'Valor Final Escritório': nan, 'Data Finalização': nan, 'Finalizado Por': nan, 'Certidão no Korbil': nan, 'Documentação Cliente OK': nan, 'Observações Valor': nan, 'Assunto': 'ABONO ANUAL (13º SALARIO)', 'Mês Competência': nan, 'Documentação Organizada': nan, 'Valor Líquido': nan, 'Observações Pagamento': nan, 'Orgao Judicial': 'GOVERNO DO ESTADO DE MINAS GERAIS', 'Banco': 'CEF', 'Status Secundario': '', 'SAC Documentacao Pronta': 'Sim', 'Data SAC Documentacao': '31/08/2025 09:08', 'SAC Responsavel': 'SAC', 'Admin Documentacao Pronta': 'Sim', 'Data Admin Documentacao': '31/08/2025 09:07', 'Admin Responsavel': 'administrativo', 'Validado Financeiro': 'Sim', 'Data Validacao': '31/08/2025 10:04', 'Validado Por': 'claudia', 'Comprovante Recebimento': nan, 'Data Comprovante Recebimento': nan, 'Recebimento Por': nan, 'Data Recebimento': '', 'Recebido Por': '', 'Data Pagamento': '', 'Pago Por': '', 'Data Finalizacao': ''}"
31/08/2025 10:40:18,admin,RPV,66666666666666,testenovofluxo,22343453423,SAC - documentação pronta,,"{'Processo': 66666666666666, 'Beneficiário': 'testenovofluxo', 'CPF': 22343453423, 'Valor RPV': nan, 'Observações': nan, 'Solicitar Certidão': 'Sim', 'Status': 'SAC - documentação pronta', 'ID': 1, 'Data Cadastro': '31/08/2025 10:13', 'Cadastrado Por': 'admin', 'PDF RPV': nan, 'Data Envio': '31/08/2025 10:13', 'Enviado Por': 'admin', 'Certidão Anexada': nan, 'Data Certidão': nan, 'Anexado Certidão Por': nan, 'Data Envio Rodrigo': nan, 'Enviado Rodrigo Por': nan, 'Comprovante Saque': nan, 'Comprovante Pagamento': nan, 'Valor Final Escritório': nan, 'Data Finalização': nan, 'Finalizado Por': nan, 'Certidão no Korbil': nan, 'Documentação Cliente OK': nan, 'Observações Valor': nan, 'Assunto': 'ABONO ANUAL (13º SALARIO)', 'Mês Competência': nan, 'Documentação Organizada': nan, 'Valor Líquido': nan, 'Observações Pagamento': nan, 'Orgao Judicial': 'GOVERNO DO ESTADO DE MINAS GERAIS', 'Banco': 'CEF', 'Status Secundario': 'Administrativo - documentação pronta', 'SAC Documentacao Pronta': 'Sim', 'Data SAC Documentacao': '31/08/2025 10:19', 'SAC Responsavel': 'admin', 'Admin Documentacao Pronta': 'Sim', 'Data Admin Documentacao': '31/08/2025 10:20', 'Admin Responsavel': 'admin', 'Validado Financeiro': 'Sim', 'Data Validacao': nan, 'Validado Por': nan, 'Comprovante Recebimento': nan, 'Data Comprovante Recebimento': nan, 'Recebimento Por': nan, 'Data Recebimento': nan, 'Recebido Por': nan, 'Data Pagamento': nan, 'Pago Por': nan, 'Data Finalizacao': nan}"
31/08/2025 11:46:14,admin,RPV,11111111111111111,JOSE LEONARDO,96963824568,Finalizado,,"{'Processo': '11111111111111111', 'Beneficiário': 'JOSE LEONARDO', 'CPF': 96963824568, 'Valor RPV': 1000.0, 'Observações': nan, 'Solicitar Certidão': 'Sim', 'Status': 'Finalizado', 'ID': '1', 'Data Cadastro': '22/07/2025 22:18', 'Cadastrado Por': 'victor', 'PDF RPV': 'https://raw.githubusercontent.com/leoparipiranga/capistrano_processos/main/anexos/11111111111111111_rpv_20250722_221801_assembleia.pdf', 'Data Envio': nan, 'Enviado Por': nan, 'Certidão Anexada': nan, 'Data Certidão': nan, 'Anexado Certidão Por': nan, 'Data Envio Rodrigo': nan, 'Enviado Rodrigo Por': nan, 'Comprovante Saque': 'https://raw.githubusercontent.com/leoparipiranga/capistrano_processos/main/anexos/11111111111111111_saque_rpv_20250722_222554_assembleia.pdf', 'Comprovante Pagamento': 'https://raw.githubusercontent.com/leoparipiranga/capistrano_processos/main/anexos/11111111111111111_pagamento_rpv_20250722_222555_assembleia.pdf', 'Valor Final Escritório': '1500,00', 'Data Finalização': nan, 'Finalizado Por': nan, 'Certidão no Korbil': 'Sim', 'Documentação Cliente OK': 'Sim', 'Observações Valor': 'Valor pago em dinheiro.', 'Assunto': nan, 'Mês Competência': nan, 'Documentação Organizada': nan, 'Valor Líquido': nan, 'Observações Pagamento': nan, 'Status Secundario': nan, 'SAC Documentacao Pronta': nan, 'Data SAC Documentacao': nan, 'SAC Responsavel': nan, 'Admin Documentacao Pronta': nan, 'Data Admin Documentacao': nan, 'Admin Responsavel': nan, 'Validado Financeiro': nan, 'Data Validacao': nan, 'Validado Por': nan, 'Comprovante Recebimento': nan, 'Data Recebimento': nan, 'Recebido Por': nan, 'Data Pagamento': nan, 'Pago Por': nan, 'Data Finalizacao': nan}"
31/08/2025 11:46:14,admin,RPV,1243543453453454545,aaaaaaa,44444444444,Enviado para Rodrigo,,"{'Processo': '1243543453453454545', 'Beneficiário': 'aaaaaaa', 'CPF': 44444444444, 'Valor RPV': nan, 'Observações': nan, 'Solicitar Certidão': 'Sim', 'Status': 'Enviado para Rodrigo', 'ID': '3', 'Data Cadastro': '07/08/2025 09:53', 'Cadastrado Por': 'admin', 'PDF RPV': 'Drive: 1243543453453454545_rpv_20250807_095321_História de Arthur Thrennaus.pdf (ID: 1I8qL7UpZNy4-UrUaafcBAX55NAjFIB89)', 'Data Envio': nan, 'Enviado Por': nan, 'Certidão Anexada': nan, 'Data Certidão': nan, 'Anexado Certidão Por': nan, 'Data Envio Rodrigo': nan, 'Enviado Rodrigo Por': nan, 'Comprovante Saque': nan, 'Comprovante Pagamento': nan, 'Valor Final Escritório': nan, 'Data Finalização': nan, 'Finalizado Por': nan, 'Certidão no Korbil': 'Não', 'Documentação Cliente OK': 'Sim', 'Observações Valor': nan, 'Assunto': nan, 'Mês Competência': '11/2025', 'Documentação Organizada': nan, 'Valor Líquido': nan, 'Observações Pagamento': nan, 'Status Secundario': nan, 'SAC Documentacao Pronta': nan, 'Data SAC Documentacao': nan, 'SAC Responsavel': nan, 'Admin Documentacao Pronta': nan, 'Data Admin Documentacao': nan, 'Admin Responsavel': nan, 'Validado Financeiro': nan, 'Data Validacao': nan, 'Validado Por': nan, 'Comprovante Recebimento': nan, 'Data Recebimento': nan, 'Recebido Por': nan, 'Data Pagamento': nan, 'Pago Por': nan, 'Data Finalizacao': nan}"
31/08/2025 11:46:17,admin,RPV,123123123123,seu armando,55555555555,Finalizado,,"{'Processo': '123123123123', 'Beneficiário': 'seu armando', 'CPF': 55555555555, 'Valor RPV': nan, 'Observações': nan, 'Solicitar Certidão': 'Sim', 'Status': 'Finalizado', 'ID': '4', 'Data Cadastro': '08/08/2025 09:44', 'Cadastrado Por': 'admin', 'PDF RPV': 'Drive: 123123123123_rpv_20250808_094437_História de Arthur Thrennaus.pdf (ID: 1tYBZxl2gJZCdTC-pWxP-DbAvG5HLlR5j)', 'Data Envio': nan, 'Enviado Por': nan, 'Certidão Anexada': nan, 'Data Certidão': nan, 'Anexado Certidão Por': nan, 'Data Envio Rodrigo': nan, 'Enviado Rodrigo Por': nan, 'Comprovante Saque': nan, 'Comprovante Pagamento': 'Arquivo anexado', 'Valor Final Escritório': nan, 'Data Finalização': nan, 'Finalizado Por': nan, 'Certidão no Korbil': 'Sim', 'Documentação Cliente OK': 'Não', 'Observações Valor': nan, 'Assunto': nan, 'Mês Competência': nan, 'Documentação Organizada': 'Sim', 'Valor Líquido': 0.07, 'Observações Pagamento': 'aaaaa', 'Status Secundario': nan, 'SAC Documentacao Pronta': nan, 'Data SAC Documentacao': nan, 'SAC Responsavel': nan, 'Admin Documentacao Pronta': nan, 'Data Admin Documentacao': nan, 'Admin Responsavel': nan, 'Validado Financeiro': nan, 'Data Validacao': nan, 'Validado Por': nan, 'Comprovante Recebimento': nan, 'Data Recebimento': nan, 'Recebido Por': nan, 'Data Pagamento': nan, 'Pago Por': nan, 'Data Finalizacao': nan}"
31/08/2025 11:46:17,admin,RPV,TESTE999999,TESTE ADMIN,99999999999,Enviado para Rodrigo,,"{'Processo': 'TESTE999999', 'Beneficiário': 'TESTE ADMIN', 'CPF': 99999999999, 'Valor RPV': 500.0, 'Observações': 'RPV de teste para verificar fluxo Admin', 'Solicitar Certidão': 'Sim', 'Status': 'Enviado para Rodrigo', 'ID': 'TESTE999', 'Data Cadastro': '31/08/2025 11:00', 'Cadastrado Por': 'admin', 'PDF RPV': nan, 'Data Envio': '31/08/2025 11:00', 'Enviado Por': 'admin', 'Certidão Anexada': nan, 'Data Certidão': nan, 'Anexado Certidão Por': nan, 'Data Envio Rodrigo': nan, 'Enviado Rodrigo Por': nan, 'Comprovante Saque': nan, 'Comprovante Pagamento': nan, 'Valor Final Escritório': nan, 'Data Finalização': nan, 'Finalizado Por': nan, 'Certidão no Korbil': nan, 'Documentação Cliente OK': nan, 'Observações Valor': nan, 'Assunto': 'Teste fluxo novo', 'Mês Competência': '08/2025', 'Documentação Organizada': nan, 'Valor Líquido': nan, 'Observações Pagamento': nan, 'Status Secundario': '', 'SAC Documentacao Pronta': 'Sim', 'Data SAC Documentacao': '31/08/2025 11:05', 'SAC Responsavel': 'João SAC', 'Admin Documentacao Pronta': 'Sim', 'Data Admin Documentacao': '31/08/2025 11:10', 'Admin Responsavel': 'Maria Admin', 'Validado Financeiro': 'Sim', 'Data Validacao': '31/08/2025 11:45', 'Validado Por': 'admin', 'Comprovante Recebimento': nan, 'Data Recebimento': nan, 'Recebido Por': nan, 'Data Pagamento': nan, 'Pago Por': nan, 'Data Finalizacao': nan}"
31/08/2025 14:14:43,admin,RPV,11111111111111111,JOSE LEONARDO,96963824568,Finalizado,,"{'Processo': '11111111111111111', 'Beneficiário': 'JOSE LEONARDO', 'CPF': 96963824568, 'Valor RPV': 1000.0, 'Observações': nan, 'Solicitar Certidão': 'Sim', 'Status': 'Finalizado', 'ID': '1', 'Data Cadastro': '22/07/2025 22:18', 'Cadastrado Por': 'victor', 'PDF RPV': 'https://raw.githubusercontent.com/leoparipiranga/capistrano_processos/main/anexos/11111111111111111_rpv_20250722_221801_assembleia.pdf', 'Data Envio': nan, 'Enviado Por': nan, 'Certidão Anexada': nan, 'Data Certidão': nan, 'Anexado Certidão Por': nan, 'Data Envio Rodrigo': nan, 'Enviado Rodrigo Por': nan, 'Comprovante Saque': 'https://raw.githubusercontent.com/leoparipiranga/capistrano_processos/main/anexos/11111111111111111_saque_rpv_20250722_222554_assembleia.pdf', 'Comprovante Pagamento': 'https://raw.githubusercontent.com/leoparipiranga/capistrano_processos/main/anexos/11111111111111111_pagamento_rpv_20250722_222555_assembleia.pdf', 'Valor Final Escritório': '1500,00', 'Data Finalização': nan, 'Finalizado Por': nan, 'Certidão no Korbil': 'Sim', 'Documentação Cliente OK': 'Sim', 'Observações Valor': 'Valor pago em dinheiro.', 'Assunto': nan, 'Mês Competência': nan, 'Documentação Organizada': nan, 'Valor Líquido': nan, 'Observações Pagamento': nan, 'Status Secundario': nan, 'SAC Documentacao Pronta': nan, 'Data SAC Documentacao': nan, 'SAC Responsavel': nan, 'Admin Documentacao Pronta': nan, 'Data Admin Documentacao': nan, 'Admin Responsavel': nan, 'Validado Financeiro': nan, 'Data Validacao': nan, 'Validado Por': nan, 'Comprovante Recebimento': nan, 'Data Recebimento': nan, 'Recebido Por': nan, 'Data Pagamento': nan, 'Pago Por': nan, 'Data Finalizacao': nan}"
31/08/2025 14:14:43,admin,RPV,1243543453453454545,aaaaaaa,44444444444,Enviado para Rodrigo,,"{'Processo': '1243543453453454545', 'Beneficiário': 'aaaaaaa', 'CPF': 44444444444, 'Valor RPV': nan, 'Observações': nan, 'Solicitar Certidão': 'Sim', 'Status': 'Enviado para Rodrigo', 'ID': '3', 'Data Cadastro': '07/08/2025 09:53', 'Cadastrado Por': 'admin', 'PDF RPV': 'Drive: 1243543453453454545_rpv_20250807_095321_História de Arthur Thrennaus.pdf (ID: 1I8qL7UpZNy4-UrUaafcBAX55NAjFIB89)', 'Data Envio': nan, 'Enviado Por': nan, 'Certidão Anexada': nan, 'Data Certidão': nan, 'Anexado Certidão Por': nan, 'Data Envio Rodrigo': nan, 'Enviado Rodrigo Por': nan, 'Comprovante Saque': nan, 'Comprovante Pagamento': nan, 'Valor Final Escritório': nan, 'Data Finalização': nan, 'Finalizado Por': nan, 'Certidão no Korbil': 'Não', 'Documentação Cliente OK': 'Sim', 'Observações Valor': nan, 'Assunto': nan, 'Mês Competência': '11/2025', 'Documentação Organizada': nan, 'Valor Líquido': nan, 'Observações Pagamento': nan, 'Status Secundario': nan, 'SAC Documentacao Pronta': nan, 'Data SAC Documentacao': nan, 'SAC Responsavel': nan, 'Admin Documentacao Pronta': nan, 'Data Admin Documentacao': nan, 'Admin Responsavel': nan, 'Validado Financeiro': nan, 'Data Validacao': nan, 'Validado Por': nan, 'Comprovante Recebimento': nan, 'Data Recebimento': nan, 'Recebido Por': nan, 'Data Pagamento': nan, 'Pago Por': nan, 'Data Finalizacao': nan}"
31/08/2025 14:14:43,admin,RPV,123123123123,seu armando,55555555555,Finalizado,,"{'Processo': '123123123123', 'Beneficiário': 'seu armando', 'CPF': 55555555555, 'Valor RPV': nan, 'Observações': nan, 'Solicitar Certidão': 'Sim', 'Status': 'Finalizado', 'ID': '4', 'Data Cadastro': '08/08/2025 09:44', 'Cadastrado Por': 'admin', 'PDF RPV': 'Drive: 123123123123_rpv_20250808_094437_História de Arthur Thrennaus.pdf (ID: 1tYBZxl2gJZCdTC-pWxP-DbAvG5HLlR5j)', 'Data Envio': nan, 'Enviado Por': nan, 'Certidão Anexada': nan, 'Data Certidão': nan, 'Anexado Certidão Por': nan, 'Data Envio Rodrigo': nan, 'Enviado Rodrigo Por': nan, 'Comprovante Saque': nan, 'Comprovante Pagamento': 'Arquivo anexado', 'Valor Final Escritório': nan, 'Data Finalização': nan, 'Finalizado Por': nan, 'Certidão no Korbil': 'Sim', 'Documentação Cliente OK': 'Não', 'Observações Valor': nan, 'Assunto': nan, 'Mês Competência': nan, 'Documentação Organizada': 'Sim', 'Valor Líquido': 0.07, 'Observações Pagamento': 'aaaaa', 'Status Secundario': nan, 'SAC Documentacao Pronta': nan, 'Data SAC Documentacao': nan, 'SAC Responsavel': nan, 'Admin Documentacao Pronta': nan, 'Data Admin Documentacao': nan, 'Admin Responsavel': nan, 'Validado Financeiro': nan, 'Data Validacao': nan, 'Validado Por': nan, 'Comprovante Recebimento': nan, 'Data Recebimento': nan, 'Recebido Por': nan, 'Data Pagamento': nan, 'Pago Por': nan, 'Data Finalizacao': nan}"
31/08/2025 14:14:46,admin,RPV,TESTE999999,TESTE ADMIN,99999999999,Enviado para Rodrigo,N/A,"{'Processo': 'TESTE999999', 'Beneficiário': 'TESTE ADMIN', 'CPF': 99999999999, 'Valor RPV': 500.0, 'Observações': 'RPV de teste para verificar fluxo Admin', 'Solicitar Certidão': 'Sim', 'Status': 'Enviado para Rodrigo', 'ID': 'TESTE999', 'Data Cadastro': '31/08/2025 11:00', 'Cadastrado Por': 'admin', 'PDF RPV': nan, 'Data Envio': '31/08/2025 11:00', 'Enviado Por': 'admin', 'Certidão Anexada': nan, 'Data Certidão': nan, 'Anexado Certidão Por': nan, 'Data Envio Rodrigo': nan, 'Enviado Rodrigo Por': nan, 'Comprovante Saque': nan, 'Comprovante Pagamento': nan, 'Valor Final Escritório': nan, 'Data Finalização': nan, 'Finalizado Por': nan, 'Certidão no Korbil': nan, 'Documentação Cliente OK': nan, 'Observações Valor': nan, 'Assunto': 'Teste fluxo novo', 'Mês Competência': '08/2025', 'Documentação Organizada': nan, 'Valor Líquido': nan, 'Observações Pagamento': nan, 'Status Secundario': nan, 'SAC Documentacao Pronta': 'Sim', 'Data SAC Documentacao': '31/08/2025 11:05', 'SAC Responsavel': 'João SAC', 'Admin Documentacao Pronta': 'Sim', 'Data Admin Documentacao': '31/08/2025 11:10', 'Admin Responsavel': 'Maria Admin', 'Validado Financeiro': nan, 'Data Validacao': nan, 'Validado Por': nan, 'Comprovante Recebimento': nan, 'Data Recebimento': nan, 'Recebido Por': nan, 'Data Pagamento': nan, 'Pago Por': nan, 'Data Finalizacao': nan}"
